"FedEx Earns #10 Spot on FORTUNE's World's Most Admired Companies List","FDX-US,0B071T-E","BW"," 7:00am","28-Feb-13"
"Springtime Special Delivery: FedEx Express to Transport Giant Pandas to Toronto Zoo","FDX-US,FDX","BW"," 6:00am","28-Feb-13"
"FedEx Corp.(FDX-US) Schedules Q3 2013 Earnings Call for 20-March-2013 8:30 AM ET","FDX-US","FCST"," 7:34am","20-Feb-13"
"FEDERAL EXPRESS CORP files (8-K) Current report: Item 2.05 - Costs of Exits or Disposals, for period end 15-Feb-13 (FDX-US)","FDX-US,FDX","EDG"," 2:25pm","19-Feb-13"
"United Parcel Service and FedEx Under Review: Industry on a Growth Trajectory","FDX-US,UPS-US","PRN"," 5:00am","19-Feb-13"
"FedEx Helps Small Businesses Streamline Shipping with fedex.com Integration Manager","FDX-US,008HL3-E,G...","BW"," 6:00am","18-Feb-13"
"FedEx Corp. Board Declares Quarterly Dividend","FDX-US,FDX","BW"," 6:00am","15-Feb-13"
"Ownership Updates: FEDEX CORP  COM (FDX) for 15-Feb-2013","FDX-US,31428X10","FIO"," 2:50am","15-Feb-13"
"FEDEX CORP files (SC 13G) Acquisition of beneficial ownership of 5% or more (FDX-US)","FDX-US,FDX","EDG","11:56am","14-Feb-13"
"FEDEX CORP files (SC 13G/A) Acquisition of beneficial ownership of 5% or more (Amended) (FDX-US)","FDX-US,FDX","EDG","11:39am","14-Feb-13"
